========================================================================
VOCABULARY OUTPUT — NLP PREPROCESSING PIPELINE
========================================================================

Total tokens (running words) : 97,302
Raw vocabulary (types)       : 8,686
Lemma vocabulary (types)     : 7,292
Type–Token Ratio (TTR)       : 0.0893
Reduction after lemmatisation: 1,394 forms

────────────────────────────────────────────────────────────────────────
VOCABULARY — FREQUENCY RANKED (raw tokens)
────────────────────────────────────────────────────────────────────────
Rank  Word                             Count   Cumul.%
  less                   let                    lettable               letter              
  level                  leverage               lewa                   lextel              
  lg                     lgl                    lgpl                   lgu                 
  liability              liberty                library                licence             
  license                licensing              liddell                lidl                
  lidskoe                lie                    liechtenstein          lieksaare           
  lietuva                lietuvos               life                   lifecycle           
  lifestyle              lifetime               lifetree               lift                
  lifting                light                  lightning              lightsquared        
  lightweight            lihakombinaat          lihakunta              lihatoostus         
  lihir                  liising                like                   likely              
  liljeholmen            limestone              limit                  limited             
  limiting               linde                  linden                 lindex              
  lindsey                line                   liner                  link                
  linkspans              lion                   liora                  lip                 
  lippupiste             liquefied              liquid                 liquidate           
  liquide                liquidity              liquids                liquor              
  lisle                  list                   listed                 listing             
  litas                  liter                  literature             lithuania           
  lithuanian             litre                  litter                 little              
  live                   living                 lkab                   llc                 
  lmt                    lng                    load                   loader              
  loading                loan                   local                  localisation        
  locally                locate                 location               locator             
  locatrix               lock                   locomotive             lodge               
  log                    logical                logistic               logistical          
  logistics              logo                   logset                 london              
  long                   longer                 lonnfors               look                
  lookout                loop                   loose                  lorry               
  los                    lose                   loss                   lot                 
  lotus                  loudeac                loudeye                louis               
  love                   lovely                 loviisa                low                 
  lower                  lowering               loyal                  loyalty             
  lp                     ls                     lsc                    lse                 
  lt                     ltd                    ltda                   lte                 
  lubricant              luceplan               luhr                   lukkoexpert         
  lulea                  lulu                   lumberman              lumene              
  lump                   luna                   lunch                  lundbeck            
  lundberg               lundmark               lure                   lutterworth         
  luumaki                luxembourg             luxury                 lvl                 
  lxe                    lye                    lynch                  lynn                
  m                      maarten                maaseudun              maatta              
  macgregor              machine                machinery              macintosh           
  madison                madoff                 maemo                  magazine            
  maggie                 magistral              magnet                 magnetic            
  magnetite              magney                 magnus                 maihak              
  maihaniemi             mail                   main                   maine               
  maingate               mainly                 mainor                 mainstream          
  maintain               maintaining            maintenance            mainz               
  major                  majority               mak                    make                
  makeover               maker                  making                 makuisa             
  malaysia               malaysian              male                   malinen             
  malkia                 mall                   malo                   maloney             
  malt                   maltider               malware                mammila             
  man                    manage                 manageable             management          
  manager                manages                managing               managment           
  manchester             mandate                mandatory              manganese           
  manhattan              manhole                manipulator            manner              
  mansner                mantsala               manturovo              manty               
  mantyharju             manufacture            manufacturer           manufacturing       
  many                   map                    maple                  mapping             
  maps                   mar                    mara                   marathon            
  marcel                 march                  marek                  margareta           
  margarine              margin                 marieholm              marietta            
  marilyn                marimekko              marina                 marinate            
  marine                 maritim                maritime               marjo               
  mark                   markedly               market                 marketing           
  marketplace            marketwatch            marking                markka              
  markku                 marko                  marshal                marski              
  marta                  martela                martin                 martina             
  martinez               marttiini              marubeni               maruti              
  maruy                  mascara                maskinservice          mass                
  master                 masterbulk             mastercard             mat                 
  matador                match                  matching               material            
  materialise            materiel               matinkyla              matkatoimisto       
  matrix                 matter                 matti                  mattila             
  mature                 maturity               max                    maxi                
  maximize               maximum                may                    maya                
  mayawas                maybe                  mazzika                mba                 
  mcafee                 mcalpine               mcc                    mcdonald            
  mce                    mcguire                md                     mda                 
  meadville              meal                   mean                   meaning             
  meantime               meanwhile              measure                measurement         
  measuring              meat                   mechanic               mechanical          
  mechanically           mechanise              mechanism              mechanizace         
  med                    mediaphones            mediation              medical             
  mediterranean          medium                 medvezhyegorsk         meego               
  meet                   meeting                mega                   megabyte            
  megafon                megamart               megapixel              megawatt            
  megawatts              meiklejohn             mejeri                 melngailis          
  melody                 melt                   meltdown               member              
  membership             memorandum             memory                 mena                
  mention                mercator               merchandise            merchandising       
  merchant               merely                 merge                  merged              
  merger                 merisatama             merko                  merrill             
  mertano                message                messaging              met                 
  metal                  metallurgical          meteorological         meteorology         
  meter                  method                 metre                  metres              
  metric                 metro                  metropolitan           metsaliitto         
  metsamasina            metso                  meur                   mexican             
  mexico                 mezzanine              mformation             mhi                 
  mhs                    mhz                    mi                     michael             
  michelin               micro                  microelectronic        microsoft           
  microwave              microwaveable          mid                    middle              
  midnighttrader         mids                   midwest                might               
  migration              mika                   mikaapplication        mike                
  mikko                  mikkonen               mikron                 mikshis             
  milan                  mildly                 mile                   milestone           
  military               mill                   millhouse              millimetre          
  million                mind                   mine                   miner               
  minera                 mineracao              mineral                miniature           
  minimize               minimum                mining                 minister            
  ministerija            ministry               minivan                minnetonka          
  minor                  minority               minute                 mirabela            
  mislead                mississippi            missouri               mistake             
  misurec                mitsubishi             mittal                 mix                 
  mixed                  ml                     mline                  mln                 
  mm                     mmh                    mmx                    mn                  
  mnc                    mo                     mobile                 mobileid            
  mobility               mode                   model                  modeling            
  modelling              modem                  moderate               modern              
  modernisation          modernization          modification           modify              
  modular                module                 mohammed               moisio              
  moisture               mold                   molecule               molybdenum          
  moment                 monate                 monday                 monetary            
  money                  mongolia               monitor                monitoring          
  mono                   monopoly               monospace              monroe              
  monster                montaj                 montevideo             month               
  monthly                moody                  moorestown             mooring             
  moorits                moran                  more                   moreover            
  morgan                 morna                  morning                morocco             
  moron                  morris                 mortar                 mortgage            
  morvillars             moscow                 mosenergosbytbody      moskovia            
  moss                   most                   mostar                 mostly              
  motivate               motlanthe              motor                  motorcyclist        
  motorola               mou                    moulding               mount               
  mountain               mouse                  movable                move                
  movement               moventas               movie                  mpra                
  mr                     ms                     mso                    mssb                
  mti                    much                   mud                    mukkavilli          
  muling                 multichannel           multifunctional        multilingual        
  multimedia             multimediacard         multinational          multiplayer         
  multiple               multiply               multiradio             multistorey         
  mumbai                 munich                 municipal              municipality        
  murmansk               mursula                museum                 music               
  musoma                 must                   mustonen               mutual              
  mw                     mwe                    my                     myllykoski          
  myllyla                myllypuro              mynet                  n                   
  nadarajah              nadu                   nagoya                 naimi               
  nalmefene              name                   namely                 names               
  namibia                nancheng               nanjing                napoli              
  narrow                 narva                  nasdaq                 nastola             
  nasty                  nation                 national               nationally          
  nationwide             natlabs                natural                naturally           
  nau                    naur                   nausea                 nav                 
  navigability           navigation             navigator              navteq              
  ncc                    nd                     nda                    near                
  nearby                 nearly                 necessary              nederland           
  need                   nefarious              negative               negotiate           
  negotiating            negotiation            neighbor               neighborhood        
  neighbouring           neither                nekilnojamas           nembv               
  nenonen                neomarkka              nepal                  neste               
  net                    netact                 netanttila             netapp              
  netbooks               netcom                 neteller               netherlands         
  netweaver              network                networking             networks            
  neudorf                neutral                nevertheless           nevsky              
  new                    newark                 newbury                newcomer            
  newfound               newly                  newpage                newport             
  news                   newspaper              newspapers             newsprint           
  newsroom               newstex                newswire               newswires           
  nexbtl                 next                   neya                   niam                
  niche                  nickel                 nicotine               nielsen             
  niemi                  night                  niiininoski            niina               
  nike                   nikkei                 nikkiso                niklas              
  nils                   nine                   nissan                 nitrate             
  nitrite                nitrogen               nivala                 njastein            
  nl                     no                     nobel                  node                
  noise                  nok                    nokia                  nokian              
  noma                   nominal                nomination             nonbinding          
  noncore                nonwovens              noon                   noop                
  noora                  noponen                nor                    nord                
  nordalu                nordea                 nordic                 nordstjernan        
  norilsk                normal                 normalise              normalize           
  normally               normandy               normark                normative           
  norske                 norsun                 nortel                 north               
  northeast              northern               northernmost           northland           
  northwest              northwestern           norvestia              norway              
  norwegian              not                    notably                note                
  nothing                notice                 noticeable             notification        
  notify                 noud                   nov                    novator             
  novel                  november               novotel                now                 
  nsn                    nsr                    nst                    ntc                 
  ntsb                   ntt                    nuclear                nugget              
  number                 numerous               nurminen               nursery             
  nursing                nutritional            nutzfahrzeuge          nv                  
  nwc                    nyberg                 nyman                  nyrstar             
  nyse                   o                      oao                    oasis               
  objective              objectively            oblast                 obligate            
  oblivion               oborniki               observation            observe             
  obstacle               obtain                 occasion               occupancy           
  occupier               occupy                 occur                  och                 
  oct                    october                odell                  odyssey             
  oefirstalert           oems                   oesk                   of                  
  ofbodywhich            ofcramo                off                    offenburg           
  offer                  offering               office                 officer             
  official               offset                 offshore               oflemminkainen      
  often                  ogden                  ohio                   oil                 
  oka                    okhta                  okmetic                oko                 
  oksanen                olavi                  old                    oleg                
  olive                  olkiluoto              olli                   ollikainen          
  olvi                   olympic                omena                  omeo                
  omit                   omx                    on                     onboard             
  once                   one                    onemed                 oneworld            
  ongoing                online                 only                   onodi               
  onstar                 onto                   onwards                ooo                 
  op                     open                   opening                operate             
  operates               operating              operation              operational         
  operative              operator               operators              opinion             
  opk                    opna                   opportunity            opt                 
  optical                optiflex               optimisation           optimise            
  optimistic             optimistically         optimization           optimize            
  option                 optionally             opus                   or                  
  oral                   orange                 oras                   orascom             
  orchard                ordabasy               order                  ore                 
  oregon                 organic                organically            organisational      
  organise               organization           organize               orhangazi           
  orient                 oriental               origin                 original            
  originally             originate              oriola                 orion               
  orkola                 ornamental             ornav                  os                  
  osaka                  oscar                  osl                    oslo                
  osmium                 osmo                   ostrava                ostrobothnia        
  ostroleka              ostrom                 osuuskauppa            osuuskunta          
  oth                    other                  others                 otherwise           
  otis                   otto                   oulu                   our                 
  ourmachinery           out                    outbound               outcome             
  outdoor                outdoors               outfit                 outgo               
  outlet                 outlook                outokumpu              outotec             
  outperform             outplacement           output                 outright            
  outside                outsource              outsourced             outsourcing         
  outstanding            ova                    ovako                  over                
  overall                overcharge             overlaid               overlap             
  overlay                overnight              overseas               oversee             
  overshadow             oversupply             overtime               overview            
  ovi                    ovum                   owe                    own                 
  owner                  ownership              owning                 oximeter            
  oxygen                 oxyview                oy                     oyj                 
  oyname                 ozk                    p                      pa                  
  paatela                paavel                 pacific                pack                
  package                packaging              packed                 packet              
  pact                   pagamentos             page                   paid                
  paikallissanomat       painful                paint                  painting            
  paivaniemi             pakistan               paldiski               palfinger           
  palin                  palm                   palmberg               palvelut            
  panama                 panamax                panda                  panel               
  panfish                pankaj                 pankki                 panostaja           
  papa                   papel                  paper                  paperboard          
  paperlinx              papermaker             papua                  par                 
  paradoxical            parallel               parameter              parchment           
  parent                 paris                  parity                 park                
  parkano                parking                parliament             parnu               
  parquet                part                   partial                partially           
  participant            participate            participates           participation       
  particles              particular             particularly           partihallsforbindelsen
  partition              partly                 partner                partnership         
  party                  parvi                  pass                   passage             
  passenger              password               past                   patch               
  pate                   patent                 path                   pathana             
  pathological           patient                patja                  patricia            
  patrick                patrik                 patrizia               patronage           
  pattern                paul                   paulig                 pavara              
  pave                   pavement               paviljonki             pay                 
  payable                paycheck               paychex                payment             
  payout                 payphones              payroll                pb                  
  pc                     pcb                    pcbs                   pct                 
  pda                    peab                   pearl                  peat                
  pecs                   pedestrian             pedestrianised         pedometer           
  peel                   peeling                peer                   peigs               
  pekka                  pekkarinen             pekoni                 pellet              
  pelletizing            pellissier             pellonpaja             peltola             
  peltonen               pence                  pending                pennsylvania        
  penny                  pensioenfonds          pension                pensionable         
  pentti                 penttila               people                 pequot              
  per                    percent                percentage             perch               
  perfect                perform                performance            peri                
  period                 perkonoja              perlos                 permanent           
  permanently            permission             permit                 peroxide            
  perpendicular          persistently           person                 personal            
  personalized           personally             personnel              persons             
  perspective            perth                  pertti                 perttu              
  pervorouralsky         pesonen                pestka                 pet                 
  petcore                peter                  petersburg             peterson            
  petition               petri                  petrochemical          petrol              
  peugeot                pfizer                 pge                    pharma              
  pharmaceutical         pharmacodynamic        pharmacokinetic        pharmacokinetics    
  pharmacy               pharming               phase                  phil                
  philadelphia           philip                 philippine             phillip             
  phishing               phoenix                phone                  phonebook           
  phosphate              phosphodiesterase      phosphorous            photo               
  photonium              phrasebank             physical               piano               
  pick                   picture                pie                    piece               
  pietarsaari            pietiek                pietinalho             pig                 
  piirainen              pilanesberg            pile                   pilot               
  pine                   pink                   pioneer                pipe                
  pipeline               pipette                pipettor               pipettors           
  pirelli                pirila                 pirkka                 pisa                
  pistachio              pit                    pitching               pivo                
  pivotable              pkc                    place                  placement           
  plain                  plan                   planmill               planned             
  planning               plant                  plantation             plaque              
  plast                  plasterboard           plastic                plate               
  platen                 platform               platforms              platinum            
  platts                 play                   playbook               player              
  plaza                  plc                    plccompany             please              
  pleased                pleasurable            pledge                 plot                
  plug                   plumbing               plummet                plunge              
  plus                   plx                    plyfa                  plyland             
  plywood                pm                     pnaas                  pnabs               
  pntz                   pocketable             podcast                podlaska            
  pohjantahti            pohjoa                 pohjois                pohjola             
  pohjolan               point                  pojlf                  poland              
  pole                   police                 policy                 polish              
  politician             polled                 pollex                 polya               
  polyolefin             polytechnic            pond                   ponsse              
  ponten                 ponzi                  pool                   poor                
  pop                    popular                popularity             populate            
  populated              population             pori                   port                
  portable               portal                 portfolio              portion             
  portsmouth             portti                 portugal               porvoo              
  pose                   poseidon               poser                  position            
  positioning            positive               possession             possibility         
  possible               possibly               post                   postel              
  postimees              postponement           pot                    potash              
  potato                 potential              potentially            poultry             
  pound                  poundstretcher         pourings               powder              
  power                  powerful               powerless              powerplant          
  poy                    poyry                  poznan                 ppmi                
  practically            practice               practitioner           pradesh             
  prague                 praise                 precedex               preceding           
  precinct               precipitation          precision              precor              
  predefined             predict                predictability         prefab              
  prefer                 preferably             preference             preferred           
  preliminary            premature              premedia               premier             
  premise                premium                prepaid                preparation         
  prepare                prepared               preparing              prepay              
  prerequisite           presence               present                presentation        
  presently              president              press                  pressplate          
  pressure               pressurize             pretax                 pretty              
  prevailing             prevention             previous               previously          
  price                  pricing                pricy                  pride               
  priit                  primarily              primary                prime               
  primer                 principal              principally            principle           
  print                  printed                printing               prior               
  priority               privacy                private                privately           
  privatisation          privatization          prnewswire             pro                 
  proactive              probably               problem                procedural          
  procedure              proceed                proceeds               process             
  processed              processguide           processing             processor           
  procurement            produce                producer               product             
  production             productional           productive             productivity        
  professional           profile                profiling              profit              
  profitability          profitable             program                programming         
  progress               proha                  prohaska               prohibit            
  prohouse               project                projection             projektivuokraus    
  proline                prolongation           prolonged              prom                
  promise                promising              promo                  promote             
  promotion              proof                  proofpoint             propeller           
  proper                 propertos              property               proportion          
  proposal               propose                proposes               proposition         
  proprietary            propulsion             prosecutor             prosition           
  prospect               prospectus             prosperous             protalix            
  protect                protection             protein                prothious           
  protocol               prototype              protrusion             proud               
  prove                  proven                 provide                provider            
  providing              province               proving                provision           
  provisional            provisioning           psoriasis              psv                 
  pt                     pts                    pty                    publ                
  public                 publication            publish                publisher           
  publishing             puljonki               pulkovo                pulp                
  pulpwood               pulse                  punch                  purchase            
  purchasing             pure                   puro                   purpose             
  purse                  pursuant               pursue                 pursuit             
  push                   pusher                 put                    putin               
  pvt                    pyszny                 q                      qatar               
  qi                     qingyuan               qpr                    qt                  
  quadriga               quadruple              qualcomm               qualify             
  quality                quantity               quartal                quarter             
  quarterended           quarterly              quarto                 quatrocon           
  question               queue                  quick                  quickly             
  quip                   quit                   quite                  quito               
  quote                  r                      ra                     raab                
  raahe                  rabbit                 rabobank               rabochy             
  race                   rack                   radar                  radiation           
  radio                  radiosonde             radome                 raffle              
  ragot                  ragutis                raha                   raiffeisen          
  rail                   railway                rainbow                raise               
  raisio                 raiso                  raivv                  rajamaki            
  rakvere                rally                  ramirent               ramsey              
  rana                   range                  ranger                 rani                
  rank                   rannikkoseutu          rantakari              rantanen            
  rao                    rap                    rapala                 rapid               
  rapidly                rat                    ratasmaki              rate                
  rating                 ratio                  rationalization        rationalize         
  raty                   rauma                  rautakesko             rautakirja          
  rautalinko             rautaruukki            raute                  raw                 
  ray                    rb                     rbff                   rcp                 
  re                     reach                  reactive               reactor             
  read                   reader                 readership             reading             
  ready                  readychex              reaffirm               real                
  realignment            realistic              realize                really              
  realprojekti           realtime               reason                 reasonable          
  reasonably             rebate                 rebound                rebuild             
  rebuilds               recall                 recari                 receipt             
  receive                recent                 recently               recentlyvia         
  receptacle             reception              recession              recipient           
  reclaim                recognize              recoil                 recommence          
  recommend              recommendable          recommendation         record              
  recover                recovered              recovery               recruit             
  recruitment            rectifier              recycle                recycled            
  recycling              red                    rede                   redeem              
  redelivery             redesigned             redevelopment          redistribution      
  reduce                 reduction              redundancy             redundant           
  reel                   reference              refinance              refinancing         
  refiner                refinery               refining               reflect             
  reflector              reform                 refreshment            reftele             
  refund                 refurbish              refurbishment          refuse              
  refute                 regal                  regard                 regeneration        
  regenerative           regina                 region                 regional            
  regionally             register               registration           regular             
  regulate               regulatory             rehabilitation         rehabilitative      
  rehu                   reijo                  reiljan                reimburse           
  reinforce              reinforcement          reino                  reisholz            
  reiterate              reject                 reka                   relacom             
  relate                 related                relation               relationship        
  relative               relatively             relaunch               release             
  relevant               reliability            reliable               reliance            
  relinquish             relocate               relocation             rely                
  remain                 remainder              remark                 remind              
  remodeled              remote                 remotely               removable           
  removal                remove                 remuneration           renal               
  render                 renesas                renew                  renewable           
  renewables             renewal                reng                   renison             
  renounce               renovate               renovation             rent                
  rentakran              rental                 renzo                  reopen              
  reorganisation         reorganise             reorganization         reorganize          
  repair                 repay                  repayment              repeal              
  repeat                 repeated               replace                replacement         
  replay                 repo                   report                 reportable          
  reported               reportedly             reporter               reporting           
  reposition             represent              representation         representative      
  reproduction           republic               republication          repurchase          
  request                require                required               requirement         
  requisition            research               reseller               reservation         
  reserve                resettlement           reshuffle              residence           
  resident               residential            residentialconstruction   residue             
  resign                 resignation            resilience             resin               
  resolution             resolve                resort                 resource            
  resourcing             respect                respecta               respective          
  respectively           respiratory            respond                respondent          
  response               responsibility         responsible            responsibly         
  resposnible            respublikos            rest                   restart             
  restaurant             restoration            restraining            restriction         
  restructure            restructuring          restructurings         result              
  resurrect              retail                 retailed               retailer            
  retailing              retain                 retire                 retirement          
  retrieve               retrofit               rettig                 return              
  reuters                rev                    revamp                 reveal              
  revenue                review                 revise                 revolve             
  revolving              reward                 rf                     rfc                 
  rfid                   rheumatoid             rib                    rice                
  rich                   ridge                  rifd                   riga                
  right                  rightfully             rigid                  rihko               
  rik                    rim                    rimi                   rimvesta            
  ringman                rinkuskiai             rinne                  rise                
  risfelt                risk                   riskware               risto               
  rival                  river                  rk                     rme                 
  rmg                    road                   roadmap                roadshow            
  roadway                roaster                robert                 robot               
  robust                 roce                   rock                   rocket              
  rockwell               rod                    roger                  rohwedder           
  roi                    role                   roll                   roman               
  romania                romanian               roof                   room                
  rop                    ropax                  roro                   rory                
  rosa                   rosberg                rosen                  rosendal            
  roshan                 rostelecom             rotana                 rotation            
  rotterdam              rough                  roughly                round               
  roundtable             roundwood              rout                   route               
  routine                rove                   royal                  royalty             
  rpk                    rpm                    rsa                    rspo                
  rtch                   rtg                    rtkm                   rtrks               
  rts                    rubber                 rubin                  ruble               
